20240129,09:15:11,21717.15,1,3050
20240129,09:15:11,21849.00,300,3050
20240129,09:15:19,21850.00,200,3050
20240129,09:15:28,21849.15,100,3050
20240129,09:15:36,21860.00,350,3050
20240129,09:15:44,21860.00,550,3050
20240129,09:15:51,21852.65,50,3050
20240129,09:15:58,21860.00,500,3050
20240129,09:16:06,21861.00,550,3050
20240129,09:16:35,21855.00,750,3050
20240129,09:16:48,21858.00,150,3050
20240129,09:17:00,21858.00,150,3050
20240129,09:17:07,21860.00,300,3050
20240129,09:17:22,21864.95,900,3050
20240129,09:17:36,21857.50,50,3050
20240129,09:18:47,21858.20,1250,3050
20240129,09:18:55,21860.00,100,3050
20240129,09:18:59,21860.40,150,3050
20240129,09:19:00,21865.00,50,3050
20240129,09:19:02,21865.00,50,3050
20240129,09:19:19,21859.35,50,3050
20240129,09:19:22,21859.30,250,3050
20240129,09:19:31,21863.95,50,3050
20240129,09:19:49,21866.05,100,3050
20240129,09:19:51,21865.30,50,3050
20240129,09:19:52,21865.50,50,3050
20240129,09:19:53,21866.00,50,3050
20240129,09:19:56,21867.00,50,3050
20240129,09:20:00,21870.00,150,3050
20240129,09:20:09,21875.00,50,6350
20240129,09:20:17,21875.00,150,6350
20240129,09:20:26,21890.20,650,6350
20240129,09:20:35,21893.90,450,6350
20240129,09:20:55,21890.00,100,6350
20240129,09:21:14,21900.00,1050,6350
20240129,09:21:24,21906.50,500,6350
20240129,09:21:35,21907.30,50,6350
20240129,09:21:45,21909.00,550,6350
20240129,09:21:54,21909.00,150,6350
20240129,09:22:10,21906.00,50,6350
20240129,09:22:43,21902.00,150,6350
20240129,09:23:01,21902.30,250,6350
20240129,09:23:09,21906.10,100,6350
20240129,09:23:17,21910.00,100,9100
20240129,09:23:34,21911.25,50,9100
20240129,09:23:57,21915.00,50,9100
20240129,09:23:59,21915.00,50,9100
20240129,09:24:01,21913.30,50,9100
20240129,09:24:04,21916.85,50,9100
20240129,09:24:13,21920.00,50,9100
20240129,09:24:17,21925.00,250,9100
20240129,09:24:24,21928.90,150,9100
20240129,09:24:33,21928.90,50,9100
20240129,09:24:55,21925.00,50,9100
20240129,09:24:58,21925.00,100,9100
20240129,09:25:02,21930.00,350,9100
20240129,09:25:08,21934.35,50,9100
20240129,09:25:11,21935.00,50,9100
20240129,09:25:17,21944.45,100,9100
20240129,09:25:18,21945.55,50,9100
20240129,09:25:33,21945.55,50,9100
20240129,09:25:47,21945.00,250,9100
20240129,09:25:48,21945.00,100,9100
20240129,09:25:49,21945.00,50,9100
20240129,09:25:54,21945.00,100,9100
20240129,09:25:56,21945.00,100,9100
20240129,09:26:02,21945.00,100,9100
20240129,09:26:03,21948.45,50,9100
20240129,09:26:27,21948.45,50,9100
20240129,09:26:31,21949.00,50,11200
20240129,09:26:42,21949.00,100,11200
20240129,09:26:46,21949.00,50,11200
20240129,09:26:57,21949.00,50,11200
20240129,09:27:00,21948.30,50,11200
20240129,09:27:01,21949.95,200,11200
