date,time,tick_price,volume,open_interest
20240222,10:37:24,460.0,50,50
20240222,11:37:58,459.85,50,50
20240222,12:24:53,456.3,100,100
20240222,12:53:33,448.5,50,200
20240222,12:54:26,444.7,50,200
20240222,14:05:49,444.7,50,200
20240222,14:06:51,541.5,300,200
20240222,14:08:26,541.5,300,500
20240222,14:24:41,514.4,100,200
20240222,14:25:41,521.8,100,200
20240222,14:27:38,521.4,100,250
20240222,14:27:46,524.2,150,250
20240222,15:07:39,566.05,50,350
20240223,14:23:07,605.65,1,350
20240223,14:23:07,605.65,50,350
20240223,14:23:34,605.6,50,350
20240223,15:07:56,573.4,100,300
20240223,15:19:26,573.4,100,300
20240228,10:51:22,499.15,1,200
20240228,10:51:22,499.15,50,200
20240228,14:31:39,443.0,50,200
20240228,14:32:34,423.15,50,250
20240228,14:35:13,419.4,50,250
20240228,14:57:54,416.7,50,300
20240228,15:02:17,416.7,50,350
20240228,15:10:21,382.0,350,400
20240228,15:10:31,381.85,900,400
20240228,15:11:06,380.65,600,400
20240228,15:11:16,377.45,350,2250
20240228,15:11:26,391.45,50,2250
20240228,15:11:52,377.65,50,2250
20240228,15:12:02,373.0,400,2250
20240228,15:12:27,374.45,50,2250
20240228,15:13:18,399.5,50,2250
20240228,15:16:46,387.25,300,3150
20240228,15:17:13,381.55,50,3200
20240228,15:17:58,381.55,200,3200
20240228,15:22:31,380.95,50,3200
20240228,15:22:56,380.95,50,3200
20240228,15:25:45,374.0,100,3150
20240228,15:28:49,374.2,100,3050
20240229,09:16:40,381.25,1,2950
20240229,09:16:40,381.25,50,2950
20240229,09:17:57,381.3,200,2950
20240229,09:18:59,387.9,50,2950
20240229,09:22:09,387.9,50,3200
20240229,09:24:12,363.4,50,3200
20240229,09:33:34,400.6,50,3250
20240229,09:42:12,400.6,50,3250
20240229,09:44:54,389.95,50,3200
20240229,09:45:21,392.4,50,3200
20240229,09:47:35,400.95,100,3300
20240229,09:49:50,400.95,100,3400
20240229,09:51:19,400.4,100,3400
20240229,10:00:42,422.0,50,3400
20240229,10:03:51,422.0,50,3400
20240229,10:04:52,419.4,150,3350
20240229,10:08:00,404.85,750,3500
20240229,10:08:11,394.5,600,3500
20240229,10:14:32,352.0,50,4750
20240229,10:16:45,352.0,50,4800
20240229,10:23:25,352.0,50,4800
20240229,10:31:33,367.65,100,4800
20240229,10:34:08,359.4,150,4900
20240229,10:34:21,359.0,100,4900
20240229,10:42:57,369.0,100,5150
20240229,11:00:51,368.2,50,5150
20240229,11:02:34,368.2,50,5200
20240229,11:08:36,384.35,200,5200
20240229,11:09:36,384.3,200,5200
20240229,11:11:07,394.0,50,5300
20240229,11:12:04,376.95,400,5300
20240229,11:12:28,377.9,250,5300
20240229,11:15:33,418.0,250,5200
20240229,11:21:35,402.25,50,5000
20240229,11:25:40,400.5,100,5000
20240229,11:40:49,396.85,50,5000
20240229,11:52:55,394.2,50,5000
20240229,11:54:23,393.95,100,5000
20240229,12:22:41,390.0,200,5100
20240229,12:23:10,394.6,50,5300
20240229,12:25:29,376.2,50,5300
20240229,12:30:41,365.95,50,5300
20240229,12:31:03,373.65,250,5300
20240229,12:34:47,384.95,100,5300
20240229,12:35:03,385.0,1100,5550
20240229,12:35:18,381.85,200,5550
20240229,12:35:30,384.45,200,5550
20240229,12:47:51,384.9,50,6900
20240229,12:57:47,387.35,50,6900
20240229,12:58:11,393.9,50,6900
20240229,13:06:45,385.7,50,6900
20240229,13:16:28,403.0,50,6950
20240229,13:35:10,405.0,100,6950
20240229,13:41:35,379.45,200,7050
20240229,13:42:11,387.9,250,7050
20240229,13:42:29,382.4,250,7050
20240229,13:45:15,388.5,50,7050
20240229,13:46:19,387.8,100,7050
20240229,14:03:51,381.0,50,7200
20240229,14:06:31,380.0,50,7250
20240229,14:07:20,384.7,50,7250
20240229,14:08:52,377.15,50,7250
20240229,14:10:00,377.5,50,7250
20240229,14:14:35,386.0,200,7250
20240229,14:14:52,392.3,50,7250
20240229,14:16:24,391.75,50,7250
20240229,14:20:54,370.0,250,7350
20240229,14:23:16,377.5,100,7350
20240229,14:27:52,377.2,150,7500
20240229,14:28:41,370.0,50,7500
20240229,14:31:54,368.5,100,7700
20240229,14:33:48,358.0,150,7700
20240229,14:39:46,364.55,50,7700
20240229,14:40:14,367.95,100,7850
20240229,14:40:22,363.3,50,7850
20240229,14:40:48,366.1,50,7850
20240229,14:41:14,368.0,100,7850
20240229,14:43:15,380.0,1050,7950
20240229,14:44:30,380.0,100,7950
20240229,14:45:06,390.0,50,7950
20240229,14:47:12,394.2,50,7950
20240229,14:47:48,391.2,100,7950
20240229,14:48:24,384.5,50,7950
20240229,14:58:52,380.3,50,7800
20240229,15:01:16,370.0,50,7850
20240229,15:03:14,378.15,50,7900
20240229,15:14:38,400.0,100,7800
20240229,15:14:56,397.5,50,7800
20240229,15:15:13,400.7,50,7800
20240229,15:15:34,410.0,200,7800
20240229,15:15:52,415.0,150,7800
20240229,15:17:38,415.0,150,7600
20240229,15:24:18,416.0,100,7550
