date,time,tick_price,volume,open_interest
20240119,09:18:45,1120.1,50,50
20240119,09:21:56,1118.75,50,50
20240119,09:22:06,1117.8,50,50
20240124,09:55:39,1377.15,1,150
20240124,09:55:39,1383.3,100,150
20240124,13:02:49,1381.7,50,150
20240124,13:03:08,1381.25,50,250
20240124,13:03:28,1381.15,50,350
20240124,14:04:42,1365.7,50,400
20240124,14:05:37,1354.0,50,400
20240129,09:20:19,1251.1,1,500
20240129,09:20:19,1251.1,50,500
20240129,09:20:28,1250.7,150,500
20240129,09:20:37,1250.7,50,500
20240201,11:18:01,1117.6,1,750
20240201,11:18:01,1117.6,50,750
20240201,11:18:21,1117.5,50,750
20240202,09:20:09,969.85,1,850
20240202,09:20:09,969.85,100,850
20240202,09:21:19,962.65,100,950
20240206,12:34:40,982.6,1,950
20240206,12:34:40,982.6,50,950
20240207,09:38:28,906.55,1,1000
20240207,09:38:28,906.55,50,1000
20240207,09:45:59,926.85,50,1050
20240207,10:18:32,926.85,50,1100
20240207,10:45:59,906.1,50,1150
20240207,11:12:50,949.85,50,1200
20240207,11:43:01,1002.65,50,1250
20240207,12:19:08,1002.65,50,1300
20240207,12:58:55,1002.35,50,1350
20240207,13:12:39,993.95,50,1400
20240207,13:32:58,995.5,50,1450
20240207,13:37:55,978.85,50,1500
20240207,14:42:54,964.0,50,1550
20240207,14:54:52,947.9,50,1600
20240207,15:13:29,956.85,50,1650
20240207,15:28:02,932.55,50,1700
20240208,11:37:24,1051.55,1,1750
20240208,11:37:24,1051.55,50,1750
20240208,12:12:06,1027.8,50,1800
20240208,12:59:35,1023.5,50,1850
20240208,13:13:06,1015.05,50,1900
20240208,14:49:02,1015.05,100,1950
20240208,14:49:24,1098.0,200,1950
20240208,14:49:34,1098.0,100,1950
20240208,14:49:46,1090.3,50,1950
20240208,15:00:52,1111.4,50,2300
20240208,15:04:48,1118.25,50,2350
20240208,15:07:36,1118.25,50,2400
20240212,09:19:14,1029.85,1,2450
20240212,09:19:14,1029.85,150,2450
20240212,15:25:10,1129.2,100,2600
20240215,09:48:22,979.8,1,2500
20240215,09:48:22,979.8,50,2500
20240219,14:23:09,730.0,1,2550
20240219,14:23:09,730.0,100,2550
20240221,09:18:18,731.15,1,2650
20240221,09:18:18,731.15,50,2650
20240221,09:18:48,729.75,50,2650
20240221,09:19:36,727.1,100,2750
20240221,09:23:40,727.1,350,2850
20240221,09:23:47,731.2,100,2850
20240221,09:24:00,731.2,250,2850
20240221,09:24:27,726.95,100,2850
20240221,09:24:41,726.95,100,2850
20240221,09:25:14,730.35,50,2950
20240221,09:27:02,726.85,50,2950
20240221,09:27:30,726.85,200,2950
20240221,09:36:28,733.15,350,3250
20240221,09:36:35,717.55,100,3250
20240221,09:37:09,716.0,100,3250
20240221,09:38:02,720.0,200,3600
20240221,09:51:07,714.8,250,3600
20240221,09:54:29,714.0,50,3850
20240221,10:47:35,714.0,50,3900
20240221,14:28:12,816.8,50,3950
20240222,11:24:45,908.9,1,3950
20240222,11:24:45,908.9,50,3950
20240223,12:55:04,657.0,1,3950
20240223,12:55:04,657.0,150,3950
20240223,13:29:31,694.75,50,4050
20240226,13:48:32,730.0,1,4100
20240226,13:48:32,730.0,50,4100
20240227,13:52:21,742.05,1,4100
20240227,13:52:21,742.05,50,4100
20240228,11:03:06,831.85,1,4100
20240228,11:03:06,831.85,50,4100
20240228,11:08:24,830.4,50,4100
20240228,11:08:32,830.4,50,4100
20240228,11:08:40,830.5,50,4100
20240228,11:08:49,835.8,50,4100
20240228,11:11:05,835.8,50,4300
20240228,11:11:14,829.6,50,4300
20240228,11:29:41,822.8,50,4350
20240228,11:29:48,822.8,50,4350
20240228,12:56:49,822.8,50,4400
20240228,12:56:57,869.6,50,4400
20240228,14:17:39,869.6,50,4500
20240228,14:44:23,910.35,50,4500
20240229,10:19:38,972.0,1,4500
20240229,10:19:38,972.0,50,4500
20240229,10:30:19,954.25,50,4450
20240229,10:32:52,954.25,50,4400
20240229,10:33:18,953.5,50,4400
20240229,10:55:20,942.3,50,4400
20240229,11:17:09,862.75,50,4400
20240229,11:30:48,862.75,50,4450
20240229,14:55:46,875.8,50,4500
20240229,15:06:13,894.65,50,4550
